File,Start Line,End Line,Api,Type,Tips
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,37,37,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,43,43,torch.nn.Embedding.from_pretrained,SUPPORTED,"""torch.nn.Embedding.from_pretrained"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.Embedding.from_pretrained"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,43,43,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,43,43,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,52,52,torch.nn.Conv1d,SUPPORTED,"The corresponding api of ""torch.nn.Conv1d"" is ""mindspore.nn.Conv1d"", will be converted to ""x2ms_nn.Conv1d"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,53,53,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,54,54,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,58,58,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,59,59,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,67,67,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,68,68,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,69,69,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,70,70,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,71,71,torch.nn.functional.relu,SUPPORTED,"The corresponding api of ""torch.nn.functional.relu"" is ""mindspore.ops.ReLU"", will be converted to ""x2ms_adapter.nn_functional.relu"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,77,77,torch.nn.functional.relu,SUPPORTED,"The corresponding api of ""torch.nn.functional.relu"" is ""mindspore.ops.ReLU"", will be converted to ""x2ms_adapter.nn_functional.relu"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\tnet_lf.py,78,78,torch.nn.functional.max_pool1d,SUPPORTED,"The corresponding api of ""torch.nn.functional.max_pool1d"" is ""mindspore.nn.MaxPool1d"", will be converted to ""x2ms_adapter.nn_functional.max_pool1d"" by x2mindspore."
pyabsa\core\apc\models\bert_base.py,10,10,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\bert_base.py,17,17,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\bert_base.py,19,19,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\bert_spc.py,9,9,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\bert_spc.py,16,16,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\bert_spc.py,17,17,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,15,15,torch.zeros_like,SUPPORTED,"The corresponding api of ""torch.zeros_like"" is ""mindspore.ops.ZerosLike"", will be converted to ""x2ms_adapter.zeros_like"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,16,16,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,17,17,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,18,18,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,18,18,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,24,24,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,33,33,torch.nn.Conv1d,SUPPORTED,"The corresponding api of ""torch.nn.Conv1d"" is ""mindspore.nn.Conv1d"", will be converted to ""x2ms_nn.Conv1d"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,34,34,torch.nn.Conv1d,SUPPORTED,"The corresponding api of ""torch.nn.Conv1d"" is ""mindspore.nn.Conv1d"", will be converted to ""x2ms_nn.Conv1d"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,35,35,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,36,36,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_nn.ReLU"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,45,45,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,56,56,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,61,61,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,63,63,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,64,64,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,65,65,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,70,70,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,71,71,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,72,72,torch.nn.GELU,SUPPORTED,"The corresponding api of ""torch.nn.GELU"" is ""mindspore.nn.FastGelu"", will be converted to ""x2ms_nn.GELU"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,73,73,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,74,74,torch.nn.Sigmoid,SUPPORTED,"The corresponding api of ""torch.nn.Sigmoid"" is ""mindspore.nn.Sigmoid"", will be converted to ""x2ms_nn.Sigmoid"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,122,122,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,124,124,torch.ones,SUPPORTED,"The corresponding api of ""torch.ones"" is ""mindspore.ops.Ones"", will be converted to ""x2ms_adapter.ones"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,125,125,torch.ones,SUPPORTED,"The corresponding api of ""torch.ones"" is ""mindspore.ops.Ones"", will be converted to ""x2ms_adapter.ones"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,128,128,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,129,129,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\dlcf_dca_bert.py,136,136,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\fast_lcfs_bert.py,15,15,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\fast_lcfs_bert.py,22,22,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\fast_lcfs_bert.py,24,24,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\fast_lcfs_bert.py,27,27,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\fast_lcfs_bert.py,39,39,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\fast_lcfs_bert.py,42,42,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert.py,15,15,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert.py,23,23,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert.py,25,25,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert.py,28,28,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert.py,40,40,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert.py,43,43,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,16,16,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,24,24,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,26,26,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,29,29,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,42,42,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,45,45,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,46,46,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,47,47,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\models\fast_lcf_bert_att.py,50,50,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,15,15,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,22,22,torch.nn.Embedding,SUPPORTED,"The corresponding api of ""torch.nn.Embedding"" is ""mindspore.nn.Embedding"", will be converted to ""x2ms_nn.Embedding"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,23,23,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,25,25,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,28,28,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,30,30,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,31,31,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,49,49,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,52,52,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\lca_bert.py,55,55,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\lcfs_bert.py,15,15,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\lcfs_bert.py,23,23,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\lcfs_bert.py,25,25,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lcfs_bert.py,28,28,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lcfs_bert.py,41,41,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\lcfs_bert.py,44,44,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\lcfs_dual_bert.py,17,17,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\lcfs_dual_bert.py,25,25,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\lcfs_dual_bert.py,27,27,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lcfs_dual_bert.py,30,30,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lcfs_dual_bert.py,43,43,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\lcfs_dual_bert.py,46,46,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\lcf_bert.py,13,13,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\lcf_bert.py,21,21,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\lcf_bert.py,23,23,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lcf_bert.py,26,26,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lcf_bert.py,39,39,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\lcf_bert.py,42,42,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\lcf_dual_bert.py,17,17,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\lcf_dual_bert.py,25,25,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\lcf_dual_bert.py,27,27,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lcf_dual_bert.py,30,30,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\lcf_dual_bert.py,43,43,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\lcf_dual_bert.py,46,46,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\lcf_template_apc.py,11,11,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\lcf_template_apc.py,19,19,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,13,13,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,20,20,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,26,26,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,27,27,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,28,28,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,33,33,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,43,43,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,46,46,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,49,49,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,52,52,torch.mul,SUPPORTED,"The corresponding api of ""torch.mul"" is ""mindspore.ops.Mul"", will be converted to ""x2ms_adapter.mul"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,58,58,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,61,61,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,64,64,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,66,66,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\slide_lcfs_bert.py,70,70,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\models\slide_lcf_bert.py,13,13,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\models\slide_lcf_bert.py,20,20,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\models\slide_lcf_bert.py,26,26,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\models\slide_lcf_bert.py,27,27,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
